DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
171211394,04/14/2017 12:00:00 AM,04/14/2017 12:00:00 AM,1655,12,77th Street,1243,1,210,ROBBERY,0916 0342 0334 0449 0444 1317 1302,54,F,H,104,DRIVEWAY,102,HAND GUN,IC,Invest Cont,210,,,,2000 W  68TH                         ST,,33.9778,-118.3133
171221072,08/23/2017 12:00:00 AM,08/23/2017 12:00:00 AM,0510,12,77th Street,1266,1,510,VEHICLE - STOLEN,1402 1300 1310 0916,20,M,H,101,STREET,,,AA,Adult Arrest,510,998,,,MANCHESTER                   AV,FIGUEROA,33.9661,-118.2849
171115420,08/22/2017 12:00:00 AM,08/22/2017 12:00:00 AM,0335,11,Northeast,1181,1,210,ROBBERY,0916 1311 0330 1240 1402,27,M,W,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,GLENDALE,ALVARADO,34.0808,-118.2655
171121511,12/31/2017 12:00:00 AM,12/31/2017 12:00:00 AM,0530,11,Northeast,1112,1,210,ROBBERY,0416 0400 0906 0330 0916 1240 1300 1310 0411 0371,0,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,YORK                         BL,AVENUE 43,34.1243,-118.2243
171816223,08/04/2017 12:00:00 AM,08/04/2017 12:00:00 AM,0530,18,Southeast,1821,1,210,ROBBERY,0342 1302 1310 0400 0448 0429 0344 0906 0371 0916,24,F,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,97TH,HOOVER,33.9482,-118.2869
171800590,02/27/2017 12:00:00 AM,02/10/2017 12:00:00 AM,1300,18,Southeast,1863,1,220,ATTEMPTED ROBBERY,1100 0450 0916 0334 0448 1419 1407,63,M,H,101,STREET,514,TIRE IRON,AA,Adult Arrest,220,,,,AVALON                       BL,IMPERIAL                     HY,33.9311,-118.2652
171424473,11/13/2017 12:00:00 AM,11/13/2017 12:00:00 AM,1115,14,Pacific,1494,1,210,ROBBERY,0916,23,M,H,212,TRANSPORTATION FACILITY (AIRPORT),511,VERBAL THREAT,AA,Adult Arrest,210,,,,600    WORLD                        WY,,33.943,-118.4035
170616112,07/22/2017 12:00:00 AM,07/22/2017 12:00:00 AM,0120,06,Hollywood,0669,1,210,ROBBERY,0916 1601 1501,24,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,510,,,NORMANDIE,SANTA MONICA,34.0908,-118.3005
171716496,08/28/2017 12:00:00 AM,08/28/2017 12:00:00 AM,0520,17,Devonshire,1782,1,210,ROBBERY,1218 1606 0302 0344 0334 0330 0916 0416 1311 1310,44,M,W,101,STREET,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AA,Adult Arrest,210,998,,,8800    QUARTZ                       AV,,34.2303,-118.5645
171506967,02/20/2017 12:00:00 AM,02/20/2017 12:00:00 AM,0440,15,N Hollywood,1527,1,210,ROBBERY,0354 0330 1302 1310 0916 0913 0355 1300,28,M,H,301,GAS STATION,511,VERBAL THREAT,AO,Adult Other,210,,,,LANKERSHIM,VICTORY,34.1849,-118.3746
171612915,08/10/2017 12:00:00 AM,08/10/2017 12:00:00 AM,0500,16,Foothill,1676,1,210,ROBBERY,0906 0416 0355 1278 1310 1822 0330 0916,36,M,O,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,8700    SUNLAND                      BL,,34.2277,-118.3661
171917526,09/03/2017 12:00:00 AM,09/03/2017 12:00:00 AM,2140,19,Mission,1961,1,210,ROBBERY,0916 1814 0344 0906 0432 0556 0516 0532,29,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,15500    NORDHOFF                     ST,,34.2427,-118.4702
171913443,06/20/2017 12:00:00 AM,06/20/2017 12:00:00 AM,2020,19,Mission,1985,1,210,ROBBERY,0916 1317 0214 0337 0421 0344 0334,42,M,H,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,,,,8300    VAN NUYS                     BL,,34.2216,-118.4488
170316798,07/11/2017 12:00:00 AM,07/11/2017 12:00:00 AM,1540,03,Southwest,0334,1,210,ROBBERY,0302 0334 0342 0344 0355 0432 0916 1202 1310 0330,74,M,B,301,GAS STATION,115,ASSAULT WEAPON/UZI/AK47/ETC,IC,Invest Cont,210,,,,W  ADAMS                        BL,CRENSHAW                     BL,34.0326,-118.335
170810683,05/26/2017 12:00:00 AM,05/26/2017 12:00:00 AM,1310,08,West LA,0859,1,210,ROBBERY,1202 0334 0342 0432 0344 0346 0355 1311 0916 1402,65,M,O,104,DRIVEWAY,102,HAND GUN,AA,Adult Arrest,210,998,,,1400 S  BEDFORD                      ST,,34.0542,-118.3805
170417445,10/28/2017 12:00:00 AM,10/28/2017 12:00:00 AM,0630,04,Hollenbeck,0439,1,210,ROBBERY,0916 0342 1202 1309 0302 0355 0369 0429 0370 0344,63,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,SEIGNEUR,OSULLIVAN,34.0647,-118.1777
171906539,02/18/2017 12:00:00 AM,02/18/2017 12:00:00 AM,1210,19,Mission,1974,1,210,ROBBERY,1309 0334 0916 0449 0302 0355 0330 0444,37,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210,,,,VAN NUYS                     BL,RAYEN                        ST,34.2318,-118.4503
171906187,02/12/2017 12:00:00 AM,02/12/2017 12:00:00 AM,0100,19,Mission,1962,1,210,ROBBERY,0448 0429 0330 0916 1817,35,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,SEPULVEDA,PLUMMER,34.2428,-118.4675
171225191,09/21/2017 12:00:00 AM,09/21/2017 12:00:00 AM,2300,12,77th Street,1263,1,210,ROBBERY,0344 1822 0448 0337 0346 0916 0330 1309,64,M,H,101,STREET,113,SIMULATED GUN,IC,Invest Cont,210,,,,WESTERN,85TH,33.9609,-118.309
171317354,07/30/2017 12:00:00 AM,07/30/2017 12:00:00 AM,0230,13,Newton,1326,1,210,ROBBERY,0432 1310 0305 0355 0344 0330 0916 0342 0334,20,M,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,ADAMS,HOOPER,34.0151,-118.2471
171825136,12/31/2017 12:00:00 AM,12/31/2017 12:00:00 AM,0030,18,Southeast,1837,1,210,ROBBERY,1300 0330 0302 0421 0334 0916,23,M,H,101,STREET,515,PHYSICAL PRESENCE,AO,Adult Other,210,,,,WILMINGTON,106TH                        ST,33.9394,-118.239
170407655,03/25/2017 12:00:00 AM,03/25/2017 12:00:00 AM,1145,04,Hollenbeck,0499,1,210,ROBBERY,0601 0916 0216 0104 0302 0369 0443 0344 1402,44,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,998,,,OLYMPIC                      BL,8TH                          ST,34.0188,-118.1979
171516270,08/02/2017 12:00:00 AM,08/02/2017 12:00:00 AM,1445,15,N Hollywood,1599,1,210,ROBBERY,1402 0344 0330 0405 0305 1817 0384 0916 0907 0437,42,M,H,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,7000    WOODROW WILSON               DR,,34.1247,-118.3468
171911958,05/23/2017 12:00:00 AM,05/23/2017 12:00:00 AM,0005,19,Mission,1958,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0916 1310 0302,23,F,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,,,,14200    VAN NUYS                     BL,,34.251,-118.4428
170307996,03/02/2017 12:00:00 AM,03/02/2017 12:00:00 AM,1710,03,Southwest,0392,1,210,ROBBERY,0916 0330 0448 1310 1311 1822,28,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,W  48TH                         ST,CRENSHAW                     BL,34,-118.3308
170508830,04/15/2017 12:00:00 AM,04/15/2017 12:00:00 AM,1100,05,Harbor,0506,1,210,ROBBERY,0216 0330 0444 1309 0916 0369 0429,33,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,1500 W  CARSON                       ST,,33.8315,-118.3038
170626157,12/29/2017 12:00:00 AM,12/28/2017 12:00:00 AM,2320,06,Hollywood,0643,1,520,VEHICLE - ATTEMPT STOLEN,0344 0916 1300 1310 0334 0302 0400 0329 1309 1307,30,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,520,,,,7100 W  SUNSET                       BL,,34.1007,-118.3494
170504303,01/07/2017 12:00:00 AM,01/07/2017 12:00:00 AM,0500,05,Harbor,0564,1,210,ROBBERY,0330 0342 0916 1311 0345 0344 1300 0416,36,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,9TH,PALOS VERDES,33.741,-118.2838
171712554,06/11/2017 12:00:00 AM,06/11/2017 12:00:00 AM,1220,17,Devonshire,1717,1,210,ROBBERY,0344 0216 0202 0916,46,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,11400    BALBOA                       BL,,34.2785,-118.5022
170512159,06/25/2017 12:00:00 AM,06/25/2017 12:00:00 AM,0245,05,Harbor,0514,1,210,ROBBERY,0916 0370 0354 0330 0344 0327,27,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,1000    WILMINGTON                   BL,,33.7897,-118.2787
171204104,01/03/2017 12:00:00 AM,01/03/2017 12:00:00 AM,1305,12,77th Street,1258,1,210,ROBBERY,0916 1300 0330 0371 0377 0342 0354 0337 0906,29,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7700 S  MAIN                         ST,,33.9697,-118.2739
170326295,11/27/2017 12:00:00 AM,11/27/2017 12:00:00 AM,1530,03,Southwest,0326,1,210,ROBBERY,1409 0312 0916 0344 1309 1310 0371 1822 0216 0906,27,M,B,101,STREET,113,SIMULATED GUN,IC,Invest Cont,210,,,,W  27TH                         ST,S  BUDLONG                      AV,34.0309,-118.2959
172105573,01/31/2017 12:00:00 AM,01/31/2017 12:00:00 AM,0400,21,Topanga,2126,1,210,ROBBERY,0913 0916,59,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,8200    DE SOTO                      AV,,34.2188,-118.5885
170813231,07/24/2017 12:00:00 AM,07/24/2017 12:00:00 AM,0400,08,West LA,0893,1,210,ROBBERY,0400 0377 0354 1300 0916 1310,55,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,510,,,2500 S  SEPULVEDA                    BL,,34.0352,-118.4341
171209929,03/26/2017 12:00:00 AM,03/26/2017 12:00:00 AM,0630,12,77th Street,1293,1,210,ROBBERY,0916 0334 0302 0330 1310 0359,33,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,108TH                        ST,RUTHELEN                     ST,33.9382,-118.3123
170313635,05/24/2017 12:00:00 AM,05/24/2017 12:00:00 AM,1100,03,Southwest,0392,1,220,ATTEMPTED ROBBERY,0342 1822 0416 1309 1310 1414 0916,59,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220,,,,3100 W  48TH                         ST,,34,-118.3269
171814462,07/04/2017 12:00:00 AM,07/04/2017 12:00:00 AM,1920,18,Southeast,1846,1,210,ROBBERY,1300 1822 1302 0916 0330 1311 1301 1009,63,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,IMPERIAL                     AV,COMPTON                      BL,33.9295,-118.2462
171817310,08/22/2017 12:00:00 AM,08/22/2017 12:00:00 AM,0315,18,Southeast,1846,1,210,ROBBERY,0330 0916 1609 1302 1310 0416 0417 0370,27,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,112TH,ALVARO                       ST,33.9331,-118.2532
171221825,09/03/2017 12:00:00 AM,09/03/2017 12:00:00 AM,0430,12,77th Street,1267,1,210,ROBBERY,0916 0416 0342 0337 0334 0354 0446 0344,28,M,B,103,ALLEY,102,HAND GUN,IC,Invest Cont,210,,,,900 W  84TH                         ST,,33.9624,-118.2893
171820540,10/12/2017 12:00:00 AM,10/12/2017 12:00:00 AM,2130,18,Southeast,1891,1,220,ATTEMPTED ROBBERY,0916 1317 1309 0416,28,M,H,101,STREET,113,SIMULATED GUN,IC,Invest Cont,220,,,,168TH                        ST,DENVER,33.8794,-118.2837
171817839,08/30/2017 12:00:00 AM,08/30/2017 12:00:00 AM,1750,18,Southeast,1841,1,210,ROBBERY,0916 0330 2033 0208 1300 0302 0355 0344 0209 0342,54,M,B,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,,,,600 W  109TH                        ST,,33.9374,-118.2848
171227810,11/26/2017 12:00:00 AM,11/26/2017 12:00:00 AM,0115,12,77th Street,1243,1,210,ROBBERY,0355 1317 0302 0354 0330 0344 0916,44,M,H,104,DRIVEWAY,102,HAND GUN,AO,Adult Other,210,,,,1800 W  FLORENCE                     AV,,33.979,-118.3112
171708038,03/17/2017 12:00:00 AM,03/17/2017 12:00:00 AM,1945,17,Devonshire,1701,1,210,ROBBERY,1251 0330 0916 0432,18,M,H,301,GAS STATION,511,VERBAL THREAT,IC,Invest Cont,210,,,,11200    TAMPA                        AV,,34.2866,-118.5754
170705596,02/07/2017 12:00:00 AM,02/02/2017 12:00:00 AM,1330,07,Wilshire,0765,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0916 1501,38,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,1200 S  CITRUS                       AV,,34.0534,-118.3425
171807558,03/06/2017 12:00:00 AM,03/06/2017 12:00:00 AM,1345,18,Southeast,1837,1,210,ROBBERY,0906 0371 0344 0400 0446 1259 0916,15,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,110TH                        ST,COMPTON                      AV,33.9358,-118.2463
171000816,07/20/2017 12:00:00 AM,07/20/2017 12:00:00 AM,1850,10,West Valley,1023,1,220,ATTEMPTED ROBBERY,0360 0355 0443 0334 1402 0916 0554,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,OTHER KNIFE,AA,Adult Arrest,220,998,,,19100    SHERMAN                      WY,,34.201,-118.5492
170514438,08/13/2017 12:00:00 AM,08/13/2017 12:00:00 AM,1600,05,Harbor,0507,1,210,ROBBERY,0431 0330 0913 1309 0916 1000,40,M,B,108,PARKING LOT,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,,,,1600    PLAZA DEL AMO,,33.822,-118.3064
171422320,10/09/2017 12:00:00 AM,10/09/2017 12:00:00 AM,1800,14,Pacific,1431,1,210,ROBBERY,1300 0916,38,M,W,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,1300    INNES                        PL,,33.9898,-118.473
171005966,02/12/2017 12:00:00 AM,02/12/2017 12:00:00 AM,0145,10,West Valley,1003,1,210,ROBBERY,0416 0342 1300 0429 1402 1822 1501 0906 0916,20,M,H,101,STREET,204,FOLDING KNIFE,AA,Adult Arrest,210,,,,7900    YOLANDA                      AV,,34.2138,-118.5405
171817350,08/22/2017 12:00:00 AM,08/22/2017 12:00:00 AM,1200,18,Southeast,1827,1,210,ROBBERY,1822 0421 1202 0916 0334 1316,80,M,H,108,PARKING LOT,200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,210,,,,WILMINGTON,103RD                        ST,33.9431,-118.2391
170410689,05/30/2017 12:00:00 AM,05/30/2017 12:00:00 AM,0315,04,Hollenbeck,0477,1,210,ROBBERY,0906 0342 0913 1816 0916 0344 1218,44,M,H,101,STREET,511,VERBAL THREAT,AO,Adult Other,210,,,,700 S  MOTT                         ST,,34.0344,-118.2111
171816527,08/07/2017 12:00:00 AM,08/07/2017 12:00:00 AM,1625,18,Southeast,1804,2,910,KIDNAPPING,1251 0906 0334 0302 1822 1816 0916 1310 1302 0418,0,F,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,910,,,,800 E  MANCHESTER                   AV,,33.9602,-118.2608
171616271,11/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,1730,16,Foothill,1667,1,210,ROBBERY,1310 1822 0330 0916 2004 0302 1231 0104 0334 0344,39,F,H,101,STREET,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AA,Adult Arrest,210,998,,,MOUNT GLEASON                AV,BIG TUJUNGA,34.2429,-118.3417
171120184,12/02/2017 12:00:00 AM,12/02/2017 12:00:00 AM,0230,11,Northeast,1102,1,510,VEHICLE - STOLEN,1822 0916 1302 0432,35,F,H,301,GAS STATION,,,IC,Invest Cont,510,521,,,3000    LOS FELIZ                    BL,,34.1367,-118.2713
171410418,04/15/2017 12:00:00 AM,04/14/2017 12:00:00 AM,2150,14,Pacific,1443,1,210,ROBBERY,0330 0916 0562,50,F,W,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,210,,,,2400    LINCOLN                      BL,,33.994,-118.4526
171513101,06/07/2017 12:00:00 AM,06/06/2017 12:00:00 AM,0550,15,N Hollywood,1526,1,210,ROBBERY,0916 1302 0449 1310 1414 0330 1309 0344 1913 0940,37,M,H,101,STREET,113,SIMULATED GUN,AO,Adult Other,210,,,,LANKERSHIM,VICTORY,34.1867,-118.3878
170321356,09/16/2017 12:00:00 AM,09/16/2017 12:00:00 AM,1045,03,Southwest,0305,1,210,ROBBERY,1822 0432 0334 2034 0371 1310 0354 0906 0330 0916,27,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,PALM GROVE                   AV,W  ADAMS                        BL,34.0326,-118.3451
171804100,01/03/2017 12:00:00 AM,01/02/2017 12:00:00 AM,2345,18,Southeast,1803,1,210,ROBBERY,0906 0371 0344 0916 1822 0302,56,M,B,101,STREET,101,REVOLVER,AA,Adult Arrest,210,,,,MANCHESTER,SAN PEDRO,33.9601,-118.2695
170904616,01/11/2017 12:00:00 AM,01/11/2017 12:00:00 AM,2015,09,Van Nuys,0935,1,210,ROBBERY,1822 0418 0916 2004,47,M,O,208,AUTO SALES LOT,102,HAND GUN,AA,Adult Arrest,210,998,,,14300    DELANO                       ST,,34.1827,-118.4444
171521013,10/25/2017 12:00:00 AM,10/25/2017 12:00:00 AM,1400,15,N Hollywood,1521,1,210,ROBBERY,0416 0330 0916 0344 1302 0400,18,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,7000    FULTON                       AV,,34.1976,-118.4225
171108122,03/27/2017 12:00:00 AM,03/27/2017 12:00:00 AM,1045,11,Northeast,1184,1,210,ROBBERY,1202 0344 0334 0408 0305 0355 0341 0370 1305 0916,73,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,2000    PARK                         DR,,34.0812,-118.252
171610725,06/13/2017 12:00:00 AM,06/13/2017 12:00:00 AM,0400,16,Foothill,1668,1,210,ROBBERY,0355 0916 0913 0330 0429 0354 0906 1816 1206 0416,29,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,7500    FOOTHILL                     BL,,34.2529,-118.2955
171009324,04/26/2017 12:00:00 AM,04/25/2017 12:00:00 AM,0745,10,West Valley,1009,1,210,ROBBERY,0344 0400 0432 1501 0334 1822 0916,42,M,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,HASKELL,ROSCOE,34.2214,-118.4749
171117773,10/10/2017 12:00:00 AM,10/09/2017 12:00:00 AM,2200,11,Northeast,1137,1,210,ROBBERY,0916 1302 0432 0421 0302 0316 0906,30,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,AVENUE 50,MONTE VISTA,34.1079,-118.2042
171908157,03/24/2017 12:00:00 AM,03/23/2017 12:00:00 AM,2345,16,Foothill,1643,1,510,VEHICLE - STOLEN,0916 1300,42,F,W,101,STREET,,,AO,Adult Other,510,,,,10300    SAN FERNANDO                 RD,,34.2572,-118.4126
171226550,11/05/2017 12:00:00 AM,11/05/2017 12:00:00 AM,1800,12,77th Street,1213,1,210,ROBBERY,0344 0916 1822,41,F,H,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,5300 S  WILTON                       PL,,33.9942,-118.3149
171812826,06/05/2017 12:00:00 AM,06/05/2017 12:00:00 AM,1730,18,Southeast,1834,1,210,ROBBERY,0342 0334 0302 0344 0370 0336 0312 0916 0371 0906,21,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,98TH                         ST,TOWNE                        AV,33.9398,-118.2611
171226133,10/31/2017 12:00:00 AM,10/31/2017 12:00:00 AM,0227,12,77th Street,1251,1,210,ROBBERY,0916,47,M,B,104,DRIVEWAY,,,IC,Invest Cont,210,,,,7500    8TH                          AV,,33.9731,-118.3304
171817689,08/28/2017 12:00:00 AM,08/28/2017 12:00:00 AM,0840,18,Southeast,1803,1,210,ROBBERY,0916 1309 1814 0330 1311 0906 0344 2000 0416 1307,21,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,200 E  MANCHESTER                   AV,,33.9601,-118.2717
170205668,02/04/2017 12:00:00 AM,02/04/2017 12:00:00 AM,0310,02,Rampart,0236,1,210,ROBBERY,0432 0344 0421 0916,20,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,210,,,,COURT,BONNIE BRAE,34.0687,-118.2672
171323210,10/29/2017 12:00:00 AM,10/29/2017 12:00:00 AM,1610,13,Newton,1373,1,210,ROBBERY,1402 0330 0202 0302 0334 0354 0355 0916,47,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,998,,,MCKINLEY                     AV,SLAUSON                      AV,33.9893,-118.2608
170328360,12/27/2017 12:00:00 AM,12/27/2017 12:00:00 AM,1910,03,Southwest,0356,1,210,ROBBERY,0302 0334 0418 0916 1240 1302 1310 1822 1225 0209,61,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,910,,,37TH                         PL,WESTERN                      AV,34.02,-118.3089
171423753,11/01/2017 12:00:00 AM,10/31/2017 12:00:00 AM,2000,14,Pacific,1494,1,210,ROBBERY,0916 0344,47,F,H,101,STREET,511,VERBAL THREAT,AA,Adult Arrest,210,,,,400    WORLD                        WY,,33.9433,-118.4072
171809048,04/01/2017 12:00:00 AM,04/01/2017 12:00:00 AM,0045,18,Southeast,1801,1,220,ATTEMPTED ROBBERY,0329 1100 0334 0355 1310 0450 0916,27,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,220,,,,MANCHESTER                   AV,HOOVER                       ST,33.9601,-118.287
171817505,08/24/2017 12:00:00 AM,08/23/2017 12:00:00 AM,1250,18,Southeast,1829,2,624,BATTERY - SIMPLE ASSAULT,1259 0371 0416 1815 1824 0916 0432 2024,15,M,B,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,624,,,,2200 E  103RD                        ST,,33.9456,-118.2323
171209569,03/20/2017 12:00:00 AM,03/20/2017 12:00:00 AM,2010,12,77th Street,1208,1,210,ROBBERY,0344 1822 0334 0916 0420 1306 0330 0342 0359 0370,24,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,600 W  47TH                         ST,,34.0007,-118.2842
172106697,02/20/2017 12:00:00 AM,02/19/2017 12:00:00 AM,1945,21,Topanga,2156,1,220,ATTEMPTED ROBBERY,1310 0334 0400 0216 0916,37,F,W,108,PARKING LOT,113,SIMULATED GUN,IC,Invest Cont,220,520,,,6600    TOPANGA CANYON               BL,,34.1905,-118.6059
171815819,07/28/2017 12:00:00 AM,07/28/2017 12:00:00 AM,1600,18,Southeast,1823,1,210,ROBBERY,1310 0302 0334 0330 1822 1300 0916 0355,20,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,TOWNE,94TH                         ST,33.9511,-118.2673
170323763,10/21/2017 12:00:00 AM,10/21/2017 12:00:00 AM,1705,03,Southwest,0357,1,210,ROBBERY,0330 0916 1822 0334 1311 1309,20,M,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,210,,,,W  JEFFERSON                    BL,WALTON                       AV,34.0255,-118.2948
171516495,08/05/2017 12:00:00 AM,08/05/2017 12:00:00 AM,1930,15,N Hollywood,1504,1,220,ATTEMPTED ROBBERY,0416 1304 1310 0916 1302 0342 0355,28,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,LANKERSHIM,SHERMAN,34.2012,-118.3878
170913037,06/25/2017 12:00:00 AM,06/25/2017 12:00:00 AM,1125,09,Van Nuys,0963,1,210,ROBBERY,0305 1822 0355 0330 0334 0344 0916 1300,28,F,B,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,210,510,,,5000 N  SEPULVEDA                    BL,,34.1645,-118.4662
170618534,08/29/2017 12:00:00 AM,08/28/2017 12:00:00 AM,1730,06,Hollywood,0678,1,210,ROBBERY,0334 0449 0344 0302 0429 0330 0916 0369 1305,38,M,H,101,STREET,,,IC,Invest Cont,210,910,,,WESTERN,LA CRESTA,34.0856,-118.3091
170905540,01/30/2017 12:00:00 AM,01/30/2017 12:00:00 AM,0400,09,Van Nuys,0905,1,210,ROBBERY,0330 0916 0334 0355 1822 0302 0354 1310 0342,25,M,O,101,STREET,104,SHOTGUN,IC,Invest Cont,210,,,,WYANDOTTE                    ST,VAN NUYS                     BL,34.203,-118.4488
171817727,08/29/2017 12:00:00 AM,08/29/2017 12:00:00 AM,0015,18,Southeast,1842,1,210,ROBBERY,0906 0330 0916 1300 1311 0431 1822 0344,19,M,B,101,STREET,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,,,,BROADWAY                     AV,111TH                        ST,33.9348,-118.2781
171908456,03/22/2017 12:00:00 AM,03/22/2017 12:00:00 AM,2340,19,Mission,1985,1,210,ROBBERY,0916 0416 1281 0354 0429 1317 0326 1313 0330 0342,50,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,8400    CEDROS                       AV,,34.2231,-118.4535
